Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat zambrowski,2022.0,25.0,17.0,4.0
powiat bytowski,2011.0,133.0,110.0,14.0
powiat bytowski,2012.0,133.0,104.0,5.0
powiat bytowski,2013.0,133.0,95.0,8.0
powiat bytowski,2014.0,180.0,120.0,8.0
powiat bytowski,2015.0,130.0,95.0,9.0
powiat bytowski,2016.0,131.0,92.0,7.0
powiat bytowski,2017.0,110.0,94.0,9.0
powiat bytowski,2018.0,81.0,80.0,13.0
powiat bytowski,2019.0,134.0,96.0,5.0
powiat bytowski,2020.0,101.0,86.0,15.0
powiat bytowski,2021.0,89.0,71.0,1.0
powiat bytowski,2022.0,99.0,73.0,6.0
powiat płocki,2011.0,225.0,177.0,36.0
powiat płocki,2012.0,241.0,176.0,24.0
powiat płocki,2013.0,209.0,169.0,25.0
powiat płocki,2014.0,228.0,165.0,18.0
powiat płocki,2015.0,203.0,144.0,26.0
powiat płocki,2016.0,181.0,146.0,14.0
powiat płocki,2017.0,160.0,116.0,15.0
powiat płocki,2018.0,122.0,106.0,17.0
powiat płocki,2019.0,142.0,111.0,22.0
powiat płocki,2020.0,130.0,93.0,14.0
powiat płocki,2021.0,82.0,74.0,13.0
powiat płocki,2022.0,122.0,94.0,15.0
powiat pułtuski,2011.0,36.0,41.0,13.0
powiat pułtuski,2012.0,42.0,40.0,5.0
powiat pułtuski,2013.0,39.0,35.0,5.0
powiat pułtuski,2014.0,37.0,38.0,9.0
powiat pułtuski,2015.0,43.0,38.0,4.0
powiat pułtuski,2016.0,72.0,54.0,9.0
powiat pułtuski,2017.0,61.0,49.0,10.0
powiat pułtuski,2018.0,51.0,51.0,8.0
powiat pułtuski,2019.0,45.0,43.0,10.0
powiat pułtuski,2020.0,35.0,41.0,10.0
powiat pułtuski,2021.0,42.0,42.0,5.0
powiat pułtuski,2022.0,47.0,36.0,2.0
powiat sochaczewski,2011.0,103.0,99.0,22.0
powiat sochaczewski,2012.0,70.0,71.0,19.0
powiat sochaczewski,2013.0,92.0,79.0,13.0
powiat sochaczewski,2014.0,74.0,75.0,19.0
powiat sochaczewski,2015.0,82.0,74.0,17.0
powiat sochaczewski,2016.0,71.0,69.0,15.0
powiat sochaczewski,2017.0,75.0,70.0,6.0
powiat sochaczewski,2018.0,62.0,60.0,11.0
powiat sochaczewski,2019.0,82.0,80.0,12.0
powiat sochaczewski,2020.0,66.0,55.0,8.0
powiat sochaczewski,2021.0,94.0,81.0,11.0
powiat sochaczewski,2022.0,95.0,84.0,17.0
powiat ciechanowski,2011.0,76.0,70.0,24.0
powiat ciechanowski,2012.0,68.0,59.0,13.0
powiat ciechanowski,2013.0,59.0,58.0,22.0
powiat ciechanowski,2014.0,30.0,35.0,10.0
powiat ciechanowski,2015.0,22.0,28.0,10.0
powiat ciechanowski,2016.0,25.0,33.0,13.0
powiat ciechanowski,2017.0,39.0,39.0,8.0
powiat ciechanowski,2018.0,54.0,61.0,12.0
powiat ciechanowski,2019.0,68.0,65.0,9.0
powiat ciechanowski,2020.0,40.0,40.0,9.0
powiat ciechanowski,2021.0,58.0,53.0,12.0
powiat ciechanowski,2022.0,29.0,30.0,5.0
powiat bialski,2011.0,121.0,91.0,16.0
powiat bialski,2012.0,110.0,99.0,22.0
powiat bialski,2013.0,107.0,84.0,19.0
powiat bialski,2014.0,85.0,80.0,21.0
powiat bialski,2015.0,72.0,69.0,16.0
powiat bialski,2016.0,80.0,72.0,13.0
powiat bialski,2017.0,94.0,92.0,17.0
powiat bialski,2018.0,72.0,73.0,15.0
powiat bialski,2019.0,92.0,86.0,13.0
powiat bialski,2020.0,67.0,73.0,14.0
powiat bialski,2021.0,64.0,62.0,7.0
powiat bialski,2022.0,55.0,59.0,11.0
powiat krasnostawski,2011.0,47.0,41.0,6.0
powiat krasnostawski,2012.0,35.0,35.0,14.0
powiat krasnostawski,2013.0,42.0,37.0,2.0
powiat krasnostawski,2014.0,33.0,40.0,12.0
powiat krasnostawski,2015.0,39.0,31.0,4.0
powiat krasnostawski,2016.0,29.0,25.0,6.0
powiat krasnostawski,2017.0,50.0,41.0,8.0
powiat krasnostawski,2018.0,42.0,43.0,6.0
powiat krasnostawski,2019.0,47.0,47.0,6.0
powiat krasnostawski,2020.0,23.0,22.0,7.0
powiat krasnostawski,2021.0,19.0,22.0,5.0
powiat krasnostawski,2022.0,39.0,28.0,5.0
powiat zamojski,2011.0,102.0,86.0,8.0
powiat zamojski,2012.0,87.0,74.0,13.0
powiat zamojski,2013.0,63.0,55.0,13.0
powiat zamojski,2014.0,58.0,53.0,13.0
powiat zamojski,2015.0,73.0,56.0,12.0
powiat zamojski,2016.0,43.0,47.0,12.0
powiat zamojski,2017.0,66.0,57.0,7.0
powiat zamojski,2018.0,55.0,53.0,6.0
powiat zamojski,2019.0,54.0,57.0,14.0
powiat zamojski,2020.0,36.0,41.0,7.0
powiat zamojski,2021.0,51.0,50.0,11.0
powiat zamojski,2022.0,29.0,34.0,7.0
powiat tarnowski,2011.0,194.0,165.0,26.0
powiat tarnowski,2012.0,166.0,141.0,22.0
powiat tarnowski,2013.0,211.0,150.0,10.0
powiat tarnowski,2014.0,132.0,125.0,19.0
powiat tarnowski,2015.0,135.0,123.0,16.0
powiat tarnowski,2016.0,129.0,112.0,24.0
powiat tarnowski,2017.0,112.0,99.0,10.0
powiat tarnowski,2018.0,86.0,87.0,13.0
powiat tarnowski,2019.0,69.0,70.0,9.0
powiat tarnowski,2020.0,72.0,68.0,11.0
powiat tarnowski,2021.0,80.0,67.0,6.0
powiat tarnowski,2022.0,91.0,66.0,14.0
powiat bełchatowski,2011.0,243.0,187.0,23.0
powiat bełchatowski,2012.0,231.0,169.0,18.0
powiat bełchatowski,2013.0,216.0,166.0,15.0
powiat bełchatowski,2014.0,256.0,209.0,18.0
powiat bełchatowski,2015.0,215.0,159.0,17.0
powiat bełchatowski,2016.0,265.0,191.0,14.0
powiat bełchatowski,2017.0,204.0,158.0,10.0
powiat bełchatowski,2018.0,233.0,171.0,12.0
powiat bełchatowski,2019.0,186.0,146.0,11.0
powiat bełchatowski,2020.0,98.0,94.0,10.0
powiat bełchatowski,2021.0,94.0,84.0,12.0
powiat bełchatowski,2022.0,78.0,69.0,8.0
powiat łaski,2011.0,103.0,89.0,6.0
powiat łaski,2012.0,88.0,70.0,10.0
powiat łaski,2013.0,90.0,69.0,8.0
powiat łaski,2014.0,100.0,82.0,8.0
powiat łaski,2015.0,73.0,60.0,3.0
powiat łaski,2016.0,56.0,51.0,12.0
powiat łaski,2017.0,35.0,31.0,4.0
powiat łaski,2018.0,49.0,47.0,3.0
powiat łaski,2019.0,45.0,42.0,9.0
powiat łaski,2020.0,41.0,33.0,3.0
powiat łaski,2021.0,35.0,35.0,5.0
powiat łaski,2022.0,29.0,27.0,5.0
powiat łęczycki,2011.0,64.0,61.0,14.0
powiat łęczycki,2012.0,67.0,65.0,11.0
powiat łęczycki,2013.0,62.0,58.0,13.0
powiat łęczycki,2014.0,51.0,55.0,9.0
powiat łęczycki,2015.0,59.0,53.0,7.0
powiat łęczycki,2016.0,75.0,62.0,4.0
powiat łęczycki,2017.0,57.0,52.0,5.0
powiat łęczycki,2018.0,58.0,53.0,5.0
powiat łęczycki,2019.0,36.0,36.0,8.0
powiat łęczycki,2020.0,41.0,41.0,5.0
powiat łęczycki,2021.0,39.0,33.0,3.0
powiat łęczycki,2022.0,38.0,28.0,5.0
powiat pajęczański,2011.0,41.0,41.0,7.0
powiat pajęczański,2012.0,60.0,45.0,4.0
powiat pajęczański,2013.0,38.0,35.0,6.0
powiat pajęczański,2014.0,46.0,39.0,5.0
powiat pajęczański,2015.0,55.0,52.0,10.0
powiat pajęczański,2016.0,77.0,61.0,5.0
powiat pajęczański,2017.0,66.0,51.0,6.0
powiat pajęczański,2018.0,57.0,53.0,6.0
powiat pajęczański,2019.0,60.0,48.0,4.0
powiat pajęczański,2020.0,40.0,38.0,7.0
powiat pajęczański,2021.0,44.0,35.0,5.0
powiat pajęczański,2022.0,26.0,21.0,4.0
powiat radomszczański,2011.0,343.0,272.0,23.0
powiat radomszczański,2012.0,260.0,219.0,15.0
powiat radomszczański,2013.0,283.0,232.0,13.0
powiat radomszczański,2014.0,290.0,241.0,18.0
powiat radomszczański,2015.0,284.0,240.0,20.0
powiat radomszczański,2016.0,355.0,272.0,18.0
powiat radomszczański,2017.0,285.0,204.0,8.0
powiat radomszczański,2018.0,264.0,214.0,23.0
powiat radomszczański,2019.0,202.0,131.0,18.0
powiat radomszczański,2020.0,124.0,99.0,22.0
powiat radomszczański,2021.0,125.0,90.0,21.0
powiat radomszczański,2022.0,128.0,94.0,10.0
powiat zduńskowolski,2011.0,103.0,77.0,7.0
powiat zduńskowolski,2012.0,110.0,72.0,13.0
powiat zduńskowolski,2013.0,83.0,65.0,8.0
powiat zduńskowolski,2014.0,77.0,70.0,3.0
powiat zduńskowolski,2015.0,83.0,64.0,3.0
powiat zduńskowolski,2016.0,73.0,63.0,5.0
powiat zduńskowolski,2017.0,48.0,41.0,3.0
powiat zduńskowolski,2018.0,41.0,39.0,5.0
powiat zduńskowolski,2019.0,56.0,52.0,7.0
powiat zduńskowolski,2020.0,39.0,36.0,3.0
powiat zduńskowolski,2021.0,30.0,28.0,4.0
powiat zduńskowolski,2022.0,33.0,30.0,2.0
powiat nowosolski,2011.0,94.0,66.0,10.0
powiat nowosolski,2012.0,62.0,53.0,9.0
powiat nowosolski,2013.0,93.0,69.0,11.0
powiat nowosolski,2014.0,70.0,50.0,5.0
powiat nowosolski,2015.0,78.0,56.0,10.0
powiat nowosolski,2016.0,79.0,52.0,6.0
powiat nowosolski,2017.0,63.0,53.0,5.0
powiat nowosolski,2018.0,80.0,75.0,6.0
powiat nowosolski,2019.0,73.0,64.0,6.0
powiat nowosolski,2020.0,71.0,60.0,4.0
powiat nowosolski,2021.0,55.0,46.0,6.0
powiat nowosolski,2022.0,40.0,33.0,4.0
powiat jarosławski,2011.0,121.0,93.0,14.0
powiat jarosławski,2012.0,52.0,52.0,9.0
powiat jarosławski,2013.0,58.0,47.0,8.0
powiat jarosławski,2014.0,33.0,32.0,5.0
powiat jarosławski,2015.0,38.0,40.0,10.0
powiat jarosławski,2016.0,35.0,34.0,11.0
powiat jarosławski,2017.0,42.0,39.0,6.0
powiat jarosławski,2018.0,37.0,37.0,7.0
powiat jarosławski,2019.0,31.0,31.0,14.0
powiat jarosławski,2020.0,18.0,17.0,4.0
powiat jarosławski,2021.0,72.0,37.0,12.0
powiat jarosławski,2022.0,36.0,37.0,6.0
powiat mielecki,2011.0,71.0,63.0,11.0
powiat mielecki,2012.0,76.0,71.0,9.0
powiat mielecki,2013.0,96.0,81.0,13.0
powiat mielecki,2014.0,90.0,96.0,15.0
powiat mielecki,2015.0,48.0,51.0,8.0
powiat mielecki,2016.0,61.0,59.0,5.0
powiat mielecki,2017.0,69.0,67.0,8.0
powiat mielecki,2018.0,58.0,57.0,5.0
powiat mielecki,2019.0,69.0,73.0,15.0
powiat mielecki,2020.0,67.0,69.0,9.0
powiat mielecki,2021.0,54.0,56.0,8.0
powiat mielecki,2022.0,58.0,53.0,6.0
powiat Warszawa,2011.0,1221.0,1042.0,90.0
powiat Warszawa,2012.0,1114.0,969.0,59.0
powiat Warszawa,2013.0,1349.0,1186.0,74.0
powiat Warszawa,2014.0,1244.0,1111.0,65.0
powiat Warszawa,2015.0,1087.0,962.0,60.0
powiat Warszawa,2016.0,1050.0,917.0,54.0
powiat Warszawa,2017.0,1223.0,1072.0,48.0
powiat Warszawa,2018.0,1253.0,1102.0,43.0
powiat Warszawa,2019.0,1020.0,892.0,35.0
powiat Warszawa,2020.0,709.0,641.0,44.0
powiat Warszawa,2021.0,752.0,702.0,42.0
powiat Warszawa,2022.0,817.0,752.0,33.0
powiat krapkowicki,2011.0,32.0,29.0,2.0
powiat krapkowicki,2012.0,29.0,28.0,8.0
powiat krapkowicki,2013.0,25.0,31.0,7.0
powiat krapkowicki,2014.0,32.0,30.0,13.0
powiat krapkowicki,2015.0,42.0,37.0,3.0
powiat krapkowicki,2016.0,43.0,41.0,6.0
powiat krapkowicki,2017.0,39.0,36.0,7.0
powiat krapkowicki,2018.0,35.0,39.0,11.0
powiat krapkowicki,2019.0,47.0,42.0,2.0
powiat krapkowicki,2020.0,37.0,33.0,7.0
powiat krapkowicki,2021.0,22.0,23.0,5.0
powiat krapkowicki,2022.0,32.0,30.0,5.0
powiat moniecki,2011.0,31.0,22.0,2.0
powiat moniecki,2012.0,28.0,24.0,4.0
powiat moniecki,2013.0,30.0,20.0,1.0
powiat moniecki,2014.0,26.0,25.0,4.0
powiat moniecki,2015.0,43.0,26.0,7.0
powiat moniecki,2016.0,40.0,33.0,6.0
powiat moniecki,2017.0,36.0,33.0,9.0
powiat moniecki,2018.0,41.0,33.0,5.0
powiat moniecki,2019.0,32.0,31.0,5.0
powiat moniecki,2020.0,26.0,22.0,1.0
powiat moniecki,2021.0,28.0,17.0,2.0
powiat moniecki,2022.0,16.0,16.0,4.0
powiat kielecki,2011.0,592.0,463.0,47.0
powiat kielecki,2012.0,531.0,414.0,26.0
powiat kielecki,2013.0,543.0,414.0,36.0
powiat kielecki,2014.0,515.0,391.0,37.0
powiat kielecki,2015.0,505.0,388.0,39.0
powiat kielecki,2016.0,532.0,387.0,22.0
powiat kielecki,2017.0,413.0,316.0,38.0
powiat kielecki,2018.0,376.0,291.0,32.0
powiat kielecki,2019.0,347.0,253.0,25.0
powiat kielecki,2020.0,216.0,168.0,18.0
powiat kielecki,2021.0,220.0,169.0,21.0
powiat kielecki,2022.0,203.0,150.0,13.0
powiat wrzesiński,2011.0,63.0,55.0,9.0
powiat wrzesiński,2012.0,57.0,51.0,7.0
powiat wrzesiński,2013.0,79.0,64.0,6.0
powiat wrzesiński,2014.0,55.0,50.0,6.0
powiat wrzesiński,2015.0,85.0,66.0,6.0
powiat wrzesiński,2016.0,64.0,60.0,10.0
powiat wrzesiński,2017.0,65.0,55.0,7.0
powiat wrzesiński,2018.0,48.0,43.0,11.0
powiat wrzesiński,2019.0,103.0,88.0,8.0
powiat wrzesiński,2020.0,54.0,53.0,7.0
powiat wrzesiński,2021.0,44.0,46.0,6.0
powiat wrzesiński,2022.0,30.0,29.0,3.0
powiat gnieźnieński,2011.0,86.0,66.0,23.0
powiat gnieźnieński,2012.0,95.0,87.0,20.0
powiat gnieźnieński,2013.0,101.0,81.0,9.0
powiat gnieźnieński,2014.0,69.0,58.0,5.0
powiat gnieźnieński,2015.0,64.0,61.0,16.0
powiat gnieźnieński,2016.0,79.0,76.0,11.0
powiat gnieźnieński,2017.0,103.0,93.0,10.0
powiat gnieźnieński,2018.0,147.0,127.0,10.0
powiat gnieźnieński,2019.0,131.0,113.0,14.0
powiat gnieźnieński,2020.0,90.0,86.0,9.0
powiat gnieźnieński,2021.0,82.0,68.0,4.0
powiat gnieźnieński,2022.0,60.0,49.0,5.0
powiat malborski,2011.0,101.0,78.0,16.0
powiat malborski,2012.0,103.0,81.0,7.0
powiat malborski,2013.0,130.0,90.0,7.0
powiat malborski,2014.0,121.0,104.0,13.0
powiat malborski,2015.0,90.0,82.0,9.0
powiat malborski,2016.0,116.0,95.0,8.0
powiat malborski,2017.0,138.0,101.0,5.0
powiat malborski,2018.0,92.0,82.0,6.0
powiat malborski,2019.0,92.0,75.0,9.0
powiat malborski,2020.0,71.0,61.0,3.0
powiat malborski,2021.0,73.0,60.0,4.0
powiat malborski,2022.0,81.0,48.0,2.0
powiat lidzbarski,2011.0,82.0,70.0,7.0
powiat lidzbarski,2012.0,65.0,52.0,4.0
powiat lidzbarski,2013.0,47.0,37.0,5.0
powiat lidzbarski,2014.0,42.0,37.0,7.0
powiat lidzbarski,2015.0,38.0,36.0,7.0
powiat lidzbarski,2016.0,39.0,38.0,7.0
powiat lidzbarski,2017.0,18.0,20.0,5.0
powiat lidzbarski,2018.0,21.0,22.0,4.0
powiat lidzbarski,2019.0,24.0,19.0,2.0
powiat lidzbarski,2020.0,32.0,32.0,5.0
powiat lidzbarski,2021.0,35.0,28.0,2.0
powiat lidzbarski,2022.0,26.0,25.0,2.0
powiat olsztyński,2011.0,239.0,178.0,34.0
powiat olsztyński,2012.0,285.0,214.0,27.0
powiat olsztyński,2013.0,196.0,170.0,23.0
powiat olsztyński,2014.0,301.0,226.0,17.0
powiat olsztyński,2015.0,315.0,219.0,25.0
powiat olsztyński,2016.0,316.0,235.0,24.0
powiat olsztyński,2017.0,301.0,231.0,25.0
powiat olsztyński,2018.0,260.0,203.0,24.0
powiat olsztyński,2019.0,266.0,195.0,21.0
powiat olsztyński,2020.0,172.0,135.0,8.0
powiat olsztyński,2021.0,143.0,124.0,17.0
powiat olsztyński,2022.0,98.0,93.0,9.0
powiat sławieński,2011.0,55.0,47.0,12.0
powiat sławieński,2012.0,72.0,46.0,7.0
powiat sławieński,2013.0,45.0,35.0,9.0
powiat sławieński,2014.0,20.0,28.0,12.0
powiat sławieński,2015.0,24.0,24.0,4.0
powiat sławieński,2016.0,53.0,44.0,9.0
powiat sławieński,2017.0,32.0,27.0,7.0
powiat sławieński,2018.0,36.0,29.0,10.0
powiat sławieński,2019.0,34.0,32.0,7.0
powiat sławieński,2020.0,22.0,19.0,3.0
powiat sławieński,2021.0,39.0,26.0,2.0
powiat sławieński,2022.0,34.0,29.0,8.0
powiat działdowski,2011.0,63.0,58.0,11.0
powiat działdowski,2012.0,75.0,53.0,7.0
powiat działdowski,2013.0,96.0,64.0,8.0
powiat działdowski,2014.0,81.0,55.0,6.0
powiat działdowski,2015.0,77.0,65.0,3.0
powiat działdowski,2016.0,87.0,54.0,2.0
powiat działdowski,2017.0,64.0,51.0,5.0
powiat działdowski,2018.0,32.0,34.0,10.0
powiat działdowski,2019.0,31.0,24.0,3.0
powiat działdowski,2020.0,32.0,29.0,7.0
powiat działdowski,2021.0,39.0,31.0,7.0
powiat działdowski,2022.0,31.0,35.0,9.0
powiat górowski,2011.0,17.0,14.0,2.0
powiat górowski,2012.0,47.0,38.0,4.0
powiat górowski,2013.0,69.0,51.0,5.0
powiat górowski,2014.0,50.0,41.0,1.0
powiat górowski,2015.0,47.0,36.0,2.0
powiat górowski,2016.0,55.0,39.0,3.0
powiat górowski,2017.0,60.0,43.0,5.0
powiat górowski,2018.0,60.0,39.0,0.0
powiat górowski,2019.0,39.0,35.0,0.0
powiat górowski,2020.0,21.0,16.0,3.0
powiat górowski,2021.0,32.0,23.0,1.0
powiat górowski,2022.0,22.0,19.0,1.0
powiat sztumski,2011.0,57.0,37.0,3.0
powiat sztumski,2012.0,42.0,31.0,5.0
powiat sztumski,2013.0,44.0,33.0,3.0
powiat sztumski,2014.0,22.0,22.0,5.0
powiat sztumski,2015.0,48.0,36.0,6.0
powiat sztumski,2016.0,37.0,32.0,3.0
powiat sztumski,2017.0,40.0,35.0,7.0
powiat sztumski,2018.0,67.0,45.0,2.0
powiat sztumski,2019.0,41.0,37.0,2.0
powiat sztumski,2020.0,36.0,33.0,5.0
powiat sztumski,2021.0,32.0,27.0,5.0
powiat sztumski,2022.0,32.0,28.0,3.0
powiat kwidzyński,2011.0,71.0,62.0,8.0
powiat kwidzyński,2012.0,98.0,78.0,5.0
powiat kwidzyński,2013.0,96.0,79.0,10.0
powiat kwidzyński,2014.0,118.0,87.0,8.0
powiat kwidzyński,2015.0,133.0,103.0,8.0
powiat kwidzyński,2016.0,125.0,91.0,4.0
powiat kwidzyński,2017.0,133.0,105.0,7.0
powiat kwidzyński,2018.0,123.0,93.0,2.0
powiat kwidzyński,2019.0,86.0,70.0,7.0
powiat kwidzyński,2020.0,76.0,64.0,5.0
powiat kwidzyński,2021.0,64.0,55.0,2.0
powiat kwidzyński,2022.0,57.0,55.0,5.0
powiat Dąbrowa Górnicza,2011.0,219.0,157.0,14.0
powiat Dąbrowa Górnicza,2012.0,171.0,125.0,10.0
powiat Dąbrowa Górnicza,2013.0,121.0,103.0,9.0
powiat Dąbrowa Górnicza,2014.0,144.0,113.0,6.0
powiat Dąbrowa Górnicza,2015.0,132.0,100.0,4.0
powiat Dąbrowa Górnicza,2016.0,119.0,95.0,7.0
powiat Dąbrowa Górnicza,2017.0,108.0,95.0,5.0
powiat Dąbrowa Górnicza,2018.0,103.0,88.0,4.0
powiat Dąbrowa Górnicza,2019.0,116.0,95.0,7.0
powiat Dąbrowa Górnicza,2020.0,83.0,75.0,7.0
powiat Dąbrowa Górnicza,2021.0,82.0,68.0,3.0
powiat Dąbrowa Górnicza,2022.0,81.0,66.0,2.0
powiat Mysłowice,2011.0,48.0,48.0,4.0
powiat Mysłowice,2012.0,94.0,68.0,5.0
powiat Mysłowice,2013.0,63.0,55.0,2.0
powiat Mysłowice,2014.0,56.0,48.0,4.0
powiat Mysłowice,2015.0,50.0,41.0,3.0
powiat Mysłowice,2016.0,44.0,39.0,4.0
powiat Mysłowice,2017.0,55.0,46.0,1.0
powiat Mysłowice,2018.0,51.0,47.0,3.0
powiat Mysłowice,2019.0,74.0,53.0,2.0
powiat Mysłowice,2020.0,57.0,49.0,3.0
powiat Mysłowice,2021.0,46.0,40.0,1.0
powiat Mysłowice,2022.0,31.0,32.0,2.0
powiat myśliborski,2011.0,70.0,57.0,11.0
powiat myśliborski,2012.0,58.0,48.0,6.0
powiat myśliborski,2013.0,64.0,54.0,7.0
powiat myśliborski,2014.0,68.0,55.0,7.0
powiat myśliborski,2015.0,64.0,57.0,6.0
powiat myśliborski,2016.0,46.0,39.0,2.0
powiat myśliborski,2017.0,62.0,44.0,10.0
powiat myśliborski,2018.0,55.0,40.0,7.0
powiat myśliborski,2019.0,37.0,36.0,5.0
powiat myśliborski,2020.0,50.0,38.0,7.0
powiat myśliborski,2021.0,39.0,36.0,6.0
powiat myśliborski,2022.0,33.0,29.0,5.0
powiat golubsko-dobrzyński,2011.0,42.0,37.0,3.0
powiat golubsko-dobrzyński,2012.0,23.0,28.0,7.0
powiat golubsko-dobrzyński,2013.0,30.0,28.0,9.0
powiat golubsko-dobrzyński,2014.0,14.0,9.0,0.0
powiat golubsko-dobrzyński,2015.0,20.0,19.0,2.0
powiat golubsko-dobrzyński,2016.0,24.0,26.0,8.0
powiat golubsko-dobrzyński,2017.0,27.0,26.0,5.0
powiat golubsko-dobrzyński,2018.0,18.0,13.0,3.0
powiat golubsko-dobrzyński,2019.0,47.0,38.0,10.0
powiat golubsko-dobrzyński,2020.0,38.0,28.0,4.0
powiat golubsko-dobrzyński,2021.0,46.0,36.0,7.0
powiat golubsko-dobrzyński,2022.0,38.0,32.0,4.0
powiat aleksandrowski,2011.0,37.0,38.0,13.0
powiat aleksandrowski,2012.0,33.0,39.0,9.0
powiat aleksandrowski,2013.0,31.0,33.0,10.0
powiat aleksandrowski,2014.0,43.0,40.0,4.0
powiat aleksandrowski,2015.0,37.0,31.0,4.0
powiat aleksandrowski,2016.0,31.0,34.0,6.0
powiat aleksandrowski,2017.0,21.0,19.0,0.0
powiat aleksandrowski,2018.0,50.0,32.0,13.0
powiat aleksandrowski,2019.0,28.0,18.0,2.0
powiat aleksandrowski,2020.0,17.0,16.0,3.0
powiat aleksandrowski,2021.0,22.0,22.0,4.0
powiat aleksandrowski,2022.0,15.0,17.0,5.0
powiat świecki,2011.0,85.0,85.0,19.0
powiat świecki,2012.0,72.0,54.0,9.0
powiat świecki,2013.0,91.0,78.0,18.0
powiat świecki,2014.0,42.0,37.0,8.0
powiat świecki,2015.0,55.0,42.0,10.0
powiat świecki,2016.0,43.0,35.0,16.0
powiat świecki,2017.0,63.0,46.0,11.0
powiat świecki,2018.0,43.0,44.0,17.0
powiat świecki,2019.0,47.0,49.0,19.0
powiat świecki,2020.0,38.0,38.0,12.0
powiat świecki,2021.0,49.0,43.0,9.0
powiat świecki,2022.0,41.0,34.0,13.0
powiat pleszewski,2011.0,125.0,93.0,9.0
powiat pleszewski,2012.0,123.0,100.0,6.0
powiat pleszewski,2013.0,89.0,83.0,10.0
powiat pleszewski,2014.0,107.0,93.0,8.0
powiat pleszewski,2015.0,98.0,87.0,7.0
powiat pleszewski,2016.0,91.0,74.0,4.0
powiat pleszewski,2017.0,93.0,76.0,3.0
powiat pleszewski,2018.0,62.0,59.0,11.0
powiat pleszewski,2019.0,86.0,79.0,12.0
powiat pleszewski,2020.0,81.0,71.0,7.0
powiat pleszewski,2021.0,51.0,45.0,7.0
powiat pleszewski,2022.0,51.0,44.0,0.0
powiat Krosno,2011.0,43.0,38.0,4.0
powiat Krosno,2012.0,44.0,28.0,1.0
powiat Krosno,2013.0,39.0,24.0,1.0
powiat Krosno,2014.0,79.0,57.0,0.0
powiat Krosno,2015.0,62.0,46.0,4.0
powiat Krosno,2016.0,29.0,22.0,1.0
powiat Krosno,2017.0,12.0,10.0,1.0
powiat Krosno,2018.0,19.0,18.0,2.0
powiat Krosno,2019.0,34.0,35.0,5.0
powiat Krosno,2020.0,12.0,12.0,2.0
powiat Krosno,2021.0,16.0,14.0,1.0
powiat Krosno,2022.0,15.0,12.0,0.0
powiat sejneński,2011.0,6.0,9.0,3.0
powiat sejneński,2012.0,17.0,13.0,5.0
powiat sejneński,2013.0,11.0,10.0,5.0
powiat sejneński,2014.0,11.0,11.0,2.0
powiat sejneński,2015.0,10.0,8.0,3.0
powiat sejneński,2016.0,13.0,9.0,1.0
powiat sejneński,2017.0,17.0,14.0,2.0
powiat sejneński,2018.0,8.0,8.0,1.0
powiat sejneński,2019.0,15.0,11.0,0.0
powiat sejneński,2020.0,8.0,7.0,1.0
powiat sejneński,2021.0,10.0,9.0,3.0
powiat sejneński,2022.0,12.0,8.0,2.0
powiat sanocki,2011.0,61.0,56.0,7.0
powiat sanocki,2012.0,56.0,41.0,7.0
powiat sanocki,2013.0,41.0,31.0,5.0
powiat sanocki,2014.0,51.0,44.0,9.0
powiat sanocki,2015.0,28.0,29.0,8.0
powiat sanocki,2016.0,38.0,32.0,1.0
powiat sanocki,2017.0,41.0,38.0,3.0
powiat sanocki,2018.0,33.0,35.0,6.0
powiat sanocki,2019.0,39.0,40.0,6.0
powiat sanocki,2020.0,32.0,34.0,5.0
powiat sanocki,2021.0,22.0,24.0,3.0
powiat sanocki,2022.0,28.0,31.0,3.0
powiat suski,2011.0,110.0,79.0,7.0
powiat suski,2012.0,65.0,46.0,8.0
powiat suski,2013.0,56.0,50.0,10.0
powiat suski,2014.0,46.0,45.0,5.0
powiat suski,2015.0,46.0,47.0,12.0
powiat suski,2016.0,59.0,59.0,10.0
powiat suski,2017.0,53.0,51.0,3.0
powiat suski,2018.0,42.0,40.0,9.0
powiat suski,2019.0,51.0,49.0,6.0
powiat suski,2020.0,27.0,19.0,3.0
powiat suski,2021.0,27.0,25.0,1.0
powiat suski,2022.0,31.0,24.0,1.0
powiat zielonogórski,2011.0,112.0,82.0,12.0
powiat zielonogórski,2012.0,112.0,77.0,21.0
powiat zielonogórski,2013.0,101.0,75.0,9.0
powiat zielonogórski,2014.0,127.0,93.0,16.0
powiat zielonogórski,2015.0,78.0,65.0,10.0
powiat zielonogórski,2016.0,58.0,53.0,18.0
powiat zielonogórski,2017.0,67.0,48.0,5.0
powiat zielonogórski,2018.0,62.0,50.0,8.0
powiat zielonogórski,2019.0,62.0,52.0,8.0
powiat zielonogórski,2020.0,58.0,54.0,6.0
powiat zielonogórski,2021.0,57.0,41.0,6.0
powiat zielonogórski,2022.0,32.0,31.0,4.0
powiat wołomiński,2011.0,182.0,166.0,33.0
powiat wołomiński,2012.0,152.0,132.0,26.0
powiat wołomiński,2013.0,139.0,123.0,38.0
powiat wołomiński,2014.0,176.0,140.0,27.0
powiat wołomiński,2015.0,166.0,134.0,25.0
powiat wołomiński,2016.0,147.0,122.0,24.0
