Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat wołomiński,2017.0,146.0,124.0,27.0
powiat wołomiński,2018.0,109.0,99.0,18.0
powiat wołomiński,2019.0,92.0,87.0,22.0
powiat wołomiński,2020.0,63.0,69.0,20.0
powiat wołomiński,2021.0,83.0,67.0,13.0
powiat wołomiński,2022.0,61.0,55.0,12.0
powiat mikołowski,2011.0,54.0,55.0,10.0
powiat mikołowski,2012.0,75.0,72.0,12.0
powiat mikołowski,2013.0,99.0,88.0,4.0
powiat mikołowski,2014.0,104.0,85.0,4.0
powiat mikołowski,2015.0,88.0,79.0,2.0
powiat mikołowski,2016.0,63.0,62.0,12.0
powiat mikołowski,2017.0,61.0,53.0,7.0
powiat mikołowski,2018.0,58.0,52.0,2.0
powiat mikołowski,2019.0,56.0,52.0,7.0
powiat mikołowski,2020.0,49.0,48.0,2.0
powiat mikołowski,2021.0,45.0,43.0,3.0
powiat mikołowski,2022.0,45.0,37.0,4.0
powiat goleniowski,2011.0,65.0,48.0,18.0
powiat goleniowski,2012.0,54.0,40.0,5.0
powiat goleniowski,2013.0,67.0,53.0,11.0
powiat goleniowski,2014.0,40.0,35.0,11.0
powiat goleniowski,2015.0,69.0,60.0,8.0
powiat goleniowski,2016.0,72.0,62.0,12.0
powiat goleniowski,2017.0,52.0,43.0,7.0
powiat goleniowski,2018.0,81.0,71.0,14.0
powiat goleniowski,2019.0,82.0,61.0,6.0
powiat goleniowski,2020.0,41.0,42.0,4.0
powiat goleniowski,2021.0,67.0,51.0,3.0
powiat goleniowski,2022.0,43.0,37.0,4.0
powiat Rzeszów,2011.0,521.0,427.0,7.0
powiat Rzeszów,2012.0,461.0,384.0,10.0
powiat Rzeszów,2013.0,426.0,366.0,12.0
powiat Rzeszów,2014.0,480.0,407.0,5.0
powiat Rzeszów,2015.0,465.0,385.0,5.0
powiat Rzeszów,2016.0,498.0,408.0,10.0
powiat Rzeszów,2017.0,496.0,425.0,4.0
powiat Rzeszów,2018.0,352.0,314.0,8.0
powiat Rzeszów,2019.0,373.0,328.0,6.0
powiat Rzeszów,2020.0,268.0,243.0,5.0
powiat Rzeszów,2021.0,280.0,238.0,6.0
powiat Rzeszów,2022.0,271.0,224.0,6.0
powiat łomżyński,2011.0,78.0,61.0,15.0
powiat łomżyński,2012.0,63.0,46.0,17.0
powiat łomżyński,2013.0,73.0,49.0,10.0
powiat łomżyński,2014.0,46.0,44.0,8.0
powiat łomżyński,2015.0,52.0,42.0,7.0
powiat łomżyński,2016.0,50.0,43.0,9.0
powiat łomżyński,2017.0,43.0,36.0,9.0
powiat łomżyński,2018.0,44.0,40.0,8.0
powiat łomżyński,2019.0,37.0,35.0,6.0
powiat łomżyński,2020.0,30.0,31.0,10.0
powiat łomżyński,2021.0,33.0,35.0,6.0
powiat łomżyński,2022.0,26.0,22.0,3.0
powiat wałecki,2011.0,77.0,64.0,9.0
powiat wałecki,2012.0,56.0,50.0,8.0
powiat wałecki,2013.0,67.0,54.0,10.0
powiat wałecki,2014.0,65.0,50.0,4.0
powiat wałecki,2015.0,50.0,44.0,4.0
powiat wałecki,2016.0,74.0,56.0,11.0
powiat wałecki,2017.0,49.0,46.0,7.0
powiat wałecki,2018.0,46.0,44.0,4.0
powiat wałecki,2019.0,39.0,39.0,12.0
powiat wałecki,2020.0,42.0,45.0,11.0
powiat wałecki,2021.0,26.0,28.0,7.0
powiat wałecki,2022.0,13.0,16.0,4.0
powiat drawski,2011.0,53.0,40.0,12.0
powiat drawski,2012.0,46.0,44.0,9.0
powiat drawski,2013.0,37.0,37.0,13.0
powiat drawski,2014.0,29.0,25.0,3.0
powiat drawski,2015.0,35.0,34.0,6.0
powiat drawski,2016.0,31.0,26.0,6.0
powiat drawski,2017.0,41.0,36.0,1.0
powiat drawski,2018.0,41.0,36.0,6.0
powiat drawski,2019.0,35.0,35.0,11.0
powiat drawski,2020.0,35.0,33.0,1.0
powiat drawski,2021.0,23.0,26.0,6.0
powiat drawski,2022.0,32.0,32.0,4.0
powiat chojnicki,2011.0,130.0,99.0,7.0
powiat chojnicki,2012.0,152.0,103.0,5.0
powiat chojnicki,2013.0,116.0,84.0,6.0
powiat chojnicki,2014.0,156.0,105.0,12.0
powiat chojnicki,2015.0,113.0,87.0,4.0
powiat chojnicki,2016.0,133.0,106.0,6.0
powiat chojnicki,2017.0,142.0,103.0,11.0
powiat chojnicki,2018.0,181.0,128.0,3.0
powiat chojnicki,2019.0,131.0,104.0,5.0
powiat chojnicki,2020.0,117.0,89.0,9.0
powiat chojnicki,2021.0,90.0,77.0,9.0
powiat chojnicki,2022.0,94.0,72.0,5.0
powiat przeworski,2011.0,157.0,118.0,14.0
powiat przeworski,2012.0,130.0,107.0,14.0
powiat przeworski,2013.0,95.0,75.0,7.0
powiat przeworski,2014.0,115.0,88.0,2.0
powiat przeworski,2015.0,138.0,94.0,7.0
powiat przeworski,2016.0,94.0,76.0,3.0
powiat przeworski,2017.0,78.0,68.0,4.0
powiat przeworski,2018.0,99.0,80.0,12.0
powiat przeworski,2019.0,70.0,58.0,7.0
powiat przeworski,2020.0,48.0,45.0,3.0
powiat przeworski,2021.0,39.0,32.0,2.0
powiat przeworski,2022.0,48.0,35.0,1.0
powiat otwocki,2011.0,216.0,169.0,21.0
powiat otwocki,2012.0,219.0,163.0,14.0
powiat otwocki,2013.0,168.0,137.0,16.0
powiat otwocki,2014.0,176.0,154.0,23.0
powiat otwocki,2015.0,161.0,130.0,11.0
powiat otwocki,2016.0,181.0,124.0,12.0
powiat otwocki,2017.0,79.0,72.0,20.0
powiat otwocki,2018.0,65.0,63.0,18.0
powiat otwocki,2019.0,86.0,91.0,19.0
powiat otwocki,2020.0,76.0,69.0,7.0
powiat otwocki,2021.0,67.0,63.0,9.0
powiat otwocki,2022.0,30.0,29.0,6.0
powiat kozienicki,2011.0,119.0,89.0,17.0
powiat kozienicki,2012.0,111.0,88.0,10.0
powiat kozienicki,2013.0,105.0,82.0,10.0
powiat kozienicki,2014.0,86.0,79.0,10.0
powiat kozienicki,2015.0,73.0,71.0,7.0
powiat kozienicki,2016.0,75.0,75.0,14.0
powiat kozienicki,2017.0,107.0,76.0,7.0
powiat kozienicki,2018.0,141.0,110.0,10.0
powiat kozienicki,2019.0,102.0,88.0,6.0
powiat kozienicki,2020.0,73.0,68.0,12.0
powiat kozienicki,2021.0,65.0,66.0,12.0
powiat kozienicki,2022.0,81.0,67.0,7.0
powiat janowski,2011.0,51.0,42.0,4.0
powiat janowski,2012.0,54.0,34.0,7.0
powiat janowski,2013.0,52.0,49.0,11.0
powiat janowski,2014.0,54.0,41.0,6.0
powiat janowski,2015.0,36.0,39.0,10.0
powiat janowski,2016.0,48.0,41.0,5.0
powiat janowski,2017.0,51.0,38.0,7.0
powiat janowski,2018.0,49.0,30.0,5.0
powiat janowski,2019.0,58.0,42.0,4.0
powiat janowski,2020.0,24.0,27.0,4.0
powiat janowski,2021.0,40.0,28.0,1.0
powiat janowski,2022.0,24.0,19.0,0.0
powiat limanowski,2011.0,183.0,127.0,12.0
powiat limanowski,2012.0,95.0,68.0,5.0
powiat limanowski,2013.0,116.0,75.0,5.0
powiat limanowski,2014.0,92.0,75.0,13.0
powiat limanowski,2015.0,69.0,63.0,10.0
powiat limanowski,2016.0,94.0,60.0,6.0
powiat limanowski,2017.0,56.0,50.0,7.0
powiat limanowski,2018.0,47.0,42.0,8.0
powiat limanowski,2019.0,66.0,46.0,3.0
powiat limanowski,2020.0,40.0,40.0,8.0
powiat limanowski,2021.0,38.0,32.0,6.0
powiat limanowski,2022.0,32.0,27.0,3.0
powiat miechowski,2011.0,78.0,54.0,3.0
powiat miechowski,2012.0,81.0,56.0,7.0
powiat miechowski,2013.0,54.0,46.0,7.0
powiat miechowski,2014.0,87.0,63.0,5.0
powiat miechowski,2015.0,89.0,63.0,9.0
powiat miechowski,2016.0,99.0,69.0,11.0
powiat miechowski,2017.0,76.0,66.0,10.0
powiat miechowski,2018.0,109.0,78.0,12.0
powiat miechowski,2019.0,82.0,72.0,10.0
powiat miechowski,2020.0,83.0,69.0,9.0
powiat miechowski,2021.0,34.0,27.0,6.0
powiat miechowski,2022.0,34.0,25.0,1.0
powiat myślenicki,2011.0,358.0,255.0,18.0
powiat myślenicki,2012.0,264.0,218.0,11.0
powiat myślenicki,2013.0,243.0,180.0,12.0
powiat myślenicki,2014.0,324.0,228.0,10.0
powiat myślenicki,2015.0,269.0,212.0,13.0
powiat myślenicki,2016.0,313.0,232.0,3.0
powiat myślenicki,2017.0,294.0,233.0,16.0
powiat myślenicki,2018.0,249.0,203.0,7.0
powiat myślenicki,2019.0,303.0,230.0,9.0
powiat myślenicki,2020.0,167.0,147.0,10.0
powiat myślenicki,2021.0,160.0,135.0,11.0
powiat myślenicki,2022.0,174.0,144.0,5.0
powiat olkuski,2011.0,164.0,122.0,12.0
powiat olkuski,2012.0,115.0,97.0,13.0
powiat olkuski,2013.0,102.0,84.0,5.0
powiat olkuski,2014.0,117.0,83.0,10.0
powiat olkuski,2015.0,151.0,107.0,3.0
powiat olkuski,2016.0,154.0,128.0,9.0
powiat olkuski,2017.0,157.0,115.0,9.0
powiat olkuski,2018.0,124.0,89.0,8.0
powiat olkuski,2019.0,97.0,77.0,8.0
powiat olkuski,2020.0,74.0,60.0,4.0
powiat olkuski,2021.0,92.0,68.0,5.0
powiat olkuski,2022.0,81.0,65.0,2.0
powiat oświęcimski,2011.0,143.0,131.0,22.0
powiat oświęcimski,2012.0,129.0,122.0,11.0
powiat oświęcimski,2013.0,157.0,141.0,10.0
powiat oświęcimski,2014.0,115.0,107.0,14.0
powiat oświęcimski,2015.0,138.0,110.0,14.0
powiat oświęcimski,2016.0,124.0,108.0,5.0
powiat oświęcimski,2017.0,111.0,103.0,11.0
powiat oświęcimski,2018.0,86.0,78.0,4.0
powiat oświęcimski,2019.0,90.0,86.0,9.0
powiat oświęcimski,2020.0,65.0,65.0,5.0
powiat oświęcimski,2021.0,76.0,71.0,4.0
powiat oświęcimski,2022.0,63.0,60.0,5.0
powiat Piotrków Trybunalski,2011.0,108.0,90.0,7.0
powiat Piotrków Trybunalski,2012.0,95.0,84.0,5.0
powiat Piotrków Trybunalski,2013.0,83.0,73.0,5.0
powiat Piotrków Trybunalski,2014.0,83.0,67.0,2.0
powiat Piotrków Trybunalski,2015.0,103.0,92.0,8.0
powiat Piotrków Trybunalski,2016.0,188.0,142.0,4.0
powiat Piotrków Trybunalski,2017.0,156.0,119.0,3.0
powiat Piotrków Trybunalski,2018.0,144.0,123.0,5.0
powiat Piotrków Trybunalski,2019.0,145.0,100.0,3.0
powiat Piotrków Trybunalski,2020.0,73.0,63.0,0.0
powiat Piotrków Trybunalski,2021.0,62.0,50.0,3.0
powiat Piotrków Trybunalski,2022.0,70.0,54.0,3.0
powiat poddębicki,2011.0,71.0,57.0,6.0
powiat poddębicki,2012.0,126.0,84.0,11.0
powiat poddębicki,2013.0,86.0,62.0,3.0
powiat poddębicki,2014.0,81.0,69.0,9.0
powiat poddębicki,2015.0,89.0,69.0,7.0
powiat poddębicki,2016.0,52.0,39.0,2.0
powiat poddębicki,2017.0,78.0,61.0,15.0
powiat poddębicki,2018.0,68.0,54.0,7.0
powiat poddębicki,2019.0,51.0,43.0,6.0
powiat poddębicki,2020.0,59.0,42.0,2.0
powiat poddębicki,2021.0,49.0,37.0,3.0
powiat poddębicki,2022.0,62.0,43.0,5.0
powiat wieluński,2011.0,54.0,51.0,10.0
powiat wieluński,2012.0,51.0,50.0,15.0
powiat wieluński,2013.0,39.0,45.0,11.0
powiat wieluński,2014.0,65.0,55.0,7.0
powiat wieluński,2015.0,39.0,41.0,6.0
powiat wieluński,2016.0,42.0,37.0,6.0
powiat wieluński,2017.0,32.0,35.0,3.0
powiat wieluński,2018.0,35.0,35.0,4.0
powiat wieluński,2019.0,34.0,36.0,8.0
powiat wieluński,2020.0,21.0,30.0,11.0
powiat wieluński,2021.0,27.0,28.0,7.0
powiat wieluński,2022.0,41.0,44.0,8.0
powiat brzozowski,2011.0,57.0,45.0,8.0
powiat brzozowski,2012.0,47.0,44.0,7.0
powiat brzozowski,2013.0,37.0,31.0,4.0
powiat brzozowski,2014.0,13.0,12.0,2.0
powiat brzozowski,2015.0,12.0,11.0,4.0
powiat brzozowski,2016.0,9.0,10.0,2.0
powiat brzozowski,2017.0,8.0,11.0,3.0
powiat brzozowski,2018.0,15.0,11.0,2.0
powiat brzozowski,2019.0,20.0,18.0,2.0
powiat brzozowski,2020.0,16.0,11.0,5.0
powiat brzozowski,2021.0,44.0,34.0,2.0
powiat brzozowski,2022.0,34.0,21.0,1.0
powiat kędzierzyńsko-kozielski,2011.0,31.0,31.0,7.0
powiat kędzierzyńsko-kozielski,2012.0,36.0,35.0,7.0
powiat kędzierzyńsko-kozielski,2013.0,32.0,34.0,8.0
powiat kędzierzyńsko-kozielski,2014.0,38.0,43.0,8.0
powiat kędzierzyńsko-kozielski,2015.0,37.0,36.0,5.0
powiat kędzierzyńsko-kozielski,2016.0,34.0,35.0,4.0
powiat kędzierzyńsko-kozielski,2017.0,33.0,33.0,5.0
powiat kędzierzyńsko-kozielski,2018.0,29.0,32.0,9.0
powiat kędzierzyńsko-kozielski,2019.0,28.0,29.0,7.0
powiat kędzierzyńsko-kozielski,2020.0,21.0,24.0,5.0
powiat kędzierzyńsko-kozielski,2021.0,36.0,39.0,8.0
powiat kędzierzyńsko-kozielski,2022.0,30.0,30.0,4.0
powiat krotoszyński,2011.0,20.0,19.0,8.0
powiat krotoszyński,2012.0,40.0,34.0,10.0
powiat krotoszyński,2013.0,33.0,37.0,10.0
powiat krotoszyński,2014.0,42.0,35.0,5.0
powiat krotoszyński,2015.0,29.0,33.0,11.0
powiat krotoszyński,2016.0,33.0,32.0,3.0
powiat krotoszyński,2017.0,27.0,33.0,9.0
powiat krotoszyński,2018.0,30.0,32.0,3.0
powiat krotoszyński,2019.0,52.0,46.0,4.0
powiat krotoszyński,2020.0,43.0,50.0,10.0
powiat krotoszyński,2021.0,35.0,35.0,6.0
powiat krotoszyński,2022.0,36.0,35.0,6.0
powiat Białystok,2011.0,170.0,150.0,13.0
powiat Białystok,2012.0,185.0,163.0,9.0
powiat Białystok,2013.0,214.0,170.0,10.0
powiat Białystok,2014.0,160.0,138.0,8.0
powiat Białystok,2015.0,169.0,153.0,3.0
powiat Białystok,2016.0,181.0,157.0,5.0
powiat Białystok,2017.0,177.0,163.0,3.0
powiat Białystok,2018.0,185.0,158.0,6.0
powiat Białystok,2019.0,126.0,121.0,6.0
powiat Białystok,2020.0,76.0,69.0,2.0
powiat Białystok,2021.0,89.0,81.0,2.0
powiat Białystok,2022.0,58.0,58.0,5.0
powiat wolsztyński,2011.0,38.0,38.0,7.0
powiat wolsztyński,2012.0,37.0,35.0,1.0
powiat wolsztyński,2013.0,32.0,34.0,4.0
powiat wolsztyński,2014.0,30.0,29.0,3.0
powiat wolsztyński,2015.0,30.0,28.0,3.0
powiat wolsztyński,2016.0,27.0,27.0,3.0
powiat wolsztyński,2017.0,23.0,26.0,7.0
powiat wolsztyński,2018.0,29.0,29.0,1.0
powiat wolsztyński,2019.0,49.0,37.0,4.0
powiat wolsztyński,2020.0,44.0,32.0,1.0
powiat wolsztyński,2021.0,34.0,37.0,9.0
powiat wolsztyński,2022.0,33.0,28.0,2.0
powiat sandomierski,2011.0,95.0,90.0,14.0
powiat sandomierski,2012.0,113.0,85.0,15.0
powiat sandomierski,2013.0,91.0,66.0,7.0
powiat sandomierski,2014.0,95.0,71.0,5.0
powiat sandomierski,2015.0,88.0,70.0,11.0
powiat sandomierski,2016.0,129.0,81.0,11.0
powiat sandomierski,2017.0,108.0,79.0,5.0
powiat sandomierski,2018.0,108.0,77.0,9.0
powiat sandomierski,2019.0,72.0,66.0,6.0
powiat sandomierski,2020.0,72.0,50.0,8.0
powiat sandomierski,2021.0,67.0,49.0,5.0
powiat sandomierski,2022.0,46.0,42.0,3.0
powiat szczecinecki,2011.0,61.0,49.0,6.0
powiat szczecinecki,2012.0,41.0,28.0,2.0
powiat szczecinecki,2013.0,55.0,47.0,6.0
powiat szczecinecki,2014.0,41.0,33.0,1.0
powiat szczecinecki,2015.0,32.0,32.0,7.0
powiat szczecinecki,2016.0,72.0,58.0,2.0
powiat szczecinecki,2017.0,42.0,41.0,6.0
powiat szczecinecki,2018.0,65.0,56.0,6.0
powiat szczecinecki,2019.0,37.0,39.0,4.0
powiat szczecinecki,2020.0,47.0,45.0,3.0
powiat szczecinecki,2021.0,39.0,37.0,2.0
powiat szczecinecki,2022.0,28.0,22.0,0.0
powiat świdwiński,2011.0,41.0,32.0,8.0
powiat świdwiński,2012.0,27.0,23.0,2.0
powiat świdwiński,2013.0,33.0,29.0,5.0
powiat świdwiński,2014.0,28.0,25.0,4.0
powiat świdwiński,2015.0,20.0,20.0,4.0
powiat świdwiński,2016.0,32.0,32.0,9.0
powiat świdwiński,2017.0,25.0,16.0,2.0
powiat świdwiński,2018.0,21.0,20.0,0.0
powiat świdwiński,2019.0,17.0,17.0,3.0
powiat świdwiński,2020.0,24.0,26.0,6.0
powiat świdwiński,2021.0,18.0,18.0,2.0
powiat świdwiński,2022.0,15.0,14.0,2.0
powiat piski,2011.0,59.0,37.0,4.0
powiat piski,2012.0,46.0,36.0,2.0
powiat piski,2013.0,77.0,55.0,8.0
powiat piski,2014.0,53.0,46.0,6.0
powiat piski,2015.0,52.0,42.0,5.0
powiat piski,2016.0,52.0,49.0,8.0
powiat piski,2017.0,53.0,43.0,6.0
powiat piski,2018.0,47.0,41.0,3.0
powiat piski,2019.0,68.0,53.0,7.0
powiat piski,2020.0,45.0,40.0,3.0
powiat piski,2021.0,41.0,34.0,5.0
powiat piski,2022.0,50.0,38.0,3.0
powiat Świętochłowice,2011.0,30.0,30.0,4.0
powiat Świętochłowice,2012.0,21.0,21.0,0.0
powiat Świętochłowice,2013.0,27.0,28.0,2.0
powiat Świętochłowice,2014.0,22.0,19.0,0.0
powiat Świętochłowice,2015.0,13.0,13.0,1.0
powiat Świętochłowice,2016.0,14.0,16.0,2.0
powiat Świętochłowice,2017.0,43.0,34.0,1.0
powiat Świętochłowice,2018.0,26.0,25.0,0.0
powiat Świętochłowice,2019.0,24.0,22.0,1.0
powiat Świętochłowice,2020.0,17.0,17.0,0.0
powiat Świętochłowice,2021.0,17.0,15.0,1.0
powiat Świętochłowice,2022.0,15.0,13.0,1.0
powiat Zabrze,2011.0,282.0,232.0,7.0
powiat Zabrze,2012.0,283.0,228.0,7.0
powiat Zabrze,2013.0,229.0,205.0,10.0
powiat Zabrze,2014.0,246.0,208.0,7.0
powiat Zabrze,2015.0,217.0,185.0,2.0
powiat Zabrze,2016.0,207.0,183.0,5.0
powiat Zabrze,2017.0,185.0,162.0,4.0
powiat Zabrze,2018.0,172.0,152.0,5.0
powiat Zabrze,2019.0,164.0,131.0,7.0
powiat Zabrze,2020.0,96.0,90.0,4.0
powiat Zabrze,2021.0,93.0,78.0,1.0
powiat Zabrze,2022.0,101.0,92.0,7.0
powiat Olsztyn,2011.0,189.0,177.0,7.0
powiat Olsztyn,2012.0,229.0,198.0,5.0
powiat Olsztyn,2013.0,272.0,234.0,3.0
powiat Olsztyn,2014.0,294.0,267.0,13.0
powiat Olsztyn,2015.0,280.0,245.0,3.0
powiat Olsztyn,2016.0,357.0,295.0,8.0
powiat Olsztyn,2017.0,283.0,257.0,4.0
powiat Olsztyn,2018.0,287.0,256.0,4.0
powiat Olsztyn,2019.0,253.0,227.0,2.0
powiat Olsztyn,2020.0,184.0,162.0,1.0
powiat Olsztyn,2021.0,145.0,130.0,3.0
powiat Olsztyn,2022.0,118.0,109.0,0.0
powiat braniewski,2011.0,51.0,44.0,7.0
powiat braniewski,2012.0,72.0,58.0,2.0
powiat braniewski,2013.0,67.0,57.0,5.0
powiat braniewski,2014.0,69.0,56.0,7.0
powiat braniewski,2015.0,57.0,53.0,7.0
powiat braniewski,2016.0,63.0,54.0,5.0
powiat braniewski,2017.0,60.0,45.0,5.0
powiat braniewski,2018.0,72.0,42.0,8.0
powiat braniewski,2019.0,49.0,34.0,4.0
powiat braniewski,2020.0,33.0,31.0,6.0
powiat braniewski,2021.0,23.0,22.0,1.0
powiat braniewski,2022.0,28.0,22.0,2.0
powiat kamieński,2011.0,65.0,42.0,7.0
powiat kamieński,2012.0,73.0,48.0,6.0
powiat kamieński,2013.0,45.0,35.0,8.0
powiat kamieński,2014.0,64.0,35.0,9.0
powiat kamieński,2015.0,50.0,36.0,10.0
powiat kamieński,2016.0,44.0,40.0,11.0
powiat kamieński,2017.0,57.0,37.0,3.0
powiat kamieński,2018.0,52.0,42.0,6.0
powiat kamieński,2019.0,42.0,32.0,3.0
powiat kamieński,2020.0,33.0,32.0,7.0
powiat kamieński,2021.0,26.0,23.0,10.0
powiat kamieński,2022.0,40.0,35.0,3.0
powiat Częstochowa,2011.0,559.0,455.0,15.0
powiat Częstochowa,2012.0,546.0,442.0,15.0
powiat Częstochowa,2013.0,529.0,425.0,12.0
powiat Częstochowa,2014.0,599.0,464.0,4.0
powiat Częstochowa,2015.0,404.0,335.0,8.0
powiat Częstochowa,2016.0,534.0,429.0,14.0
powiat Częstochowa,2017.0,466.0,378.0,10.0
powiat Częstochowa,2018.0,397.0,327.0,10.0
powiat Częstochowa,2019.0,394.0,318.0,3.0
powiat Częstochowa,2020.0,270.0,232.0,10.0
powiat Częstochowa,2021.0,235.0,195.0,8.0
powiat Częstochowa,2022.0,182.0,171.0,9.0
powiat trzebnicki,2011.0,100.0,72.0,11.0
powiat trzebnicki,2012.0,121.0,71.0,12.0
powiat trzebnicki,2013.0,103.0,73.0,14.0
powiat trzebnicki,2014.0,124.0,78.0,11.0
powiat trzebnicki,2015.0,128.0,69.0,15.0
powiat trzebnicki,2016.0,89.0,65.0,12.0
powiat trzebnicki,2017.0,77.0,64.0,12.0
powiat trzebnicki,2018.0,65.0,53.0,11.0
powiat trzebnicki,2019.0,58.0,50.0,2.0
powiat trzebnicki,2020.0,51.0,44.0,6.0
powiat trzebnicki,2021.0,41.0,30.0,8.0
powiat trzebnicki,2022.0,29.0,22.0,4.0
powiat bydgoski,2011.0,138.0,115.0,19.0
powiat bydgoski,2012.0,145.0,110.0,18.0
powiat bydgoski,2013.0,156.0,119.0,15.0
powiat bydgoski,2014.0,70.0,59.0,11.0
powiat bydgoski,2015.0,131.0,85.0,15.0
powiat bydgoski,2016.0,93.0,77.0,10.0
powiat bydgoski,2017.0,87.0,58.0,15.0
powiat bydgoski,2018.0,98.0,78.0,11.0
powiat bydgoski,2019.0,97.0,85.0,19.0
powiat bydgoski,2020.0,62.0,57.0,6.0
powiat bydgoski,2021.0,67.0,59.0,15.0
powiat bydgoski,2022.0,67.0,53.0,7.0
powiat oławski,2011.0,62.0,58.0,9.0
powiat oławski,2012.0,72.0,59.0,8.0
powiat oławski,2013.0,55.0,43.0,4.0
powiat oławski,2014.0,54.0,50.0,5.0
powiat oławski,2015.0,58.0,46.0,7.0
powiat oławski,2016.0,66.0,50.0,7.0
powiat oławski,2017.0,77.0,59.0,4.0
powiat oławski,2018.0,68.0,63.0,8.0
powiat oławski,2019.0,54.0,52.0,4.0
powiat oławski,2020.0,46.0,44.0,7.0
powiat oławski,2021.0,33.0,33.0,6.0
powiat oławski,2022.0,54.0,39.0,2.0
powiat legnicki,2011.0,82.0,49.0,9.0
powiat legnicki,2012.0,86.0,55.0,7.0
powiat legnicki,2013.0,109.0,63.0,5.0
powiat legnicki,2014.0,108.0,57.0,4.0
powiat legnicki,2015.0,83.0,55.0,5.0
powiat legnicki,2016.0,74.0,45.0,7.0
powiat legnicki,2017.0,74.0,51.0,6.0
powiat legnicki,2018.0,43.0,39.0,6.0
powiat legnicki,2019.0,46.0,38.0,6.0
powiat legnicki,2020.0,36.0,33.0,3.0
powiat legnicki,2021.0,57.0,49.0,9.0
powiat legnicki,2022.0,42.0,37.0,5.0
powiat Bydgoszcz,2011.0,288.0,243.0,12.0
powiat Bydgoszcz,2012.0,321.0,264.0,9.0
powiat Bydgoszcz,2013.0,319.0,257.0,13.0
powiat Bydgoszcz,2014.0,252.0,209.0,6.0
powiat Bydgoszcz,2015.0,231.0,199.0,9.0
powiat Bydgoszcz,2016.0,219.0,179.0,11.0
powiat Bydgoszcz,2017.0,155.0,134.0,16.0
powiat Bydgoszcz,2018.0,186.0,171.0,8.0
powiat Bydgoszcz,2019.0,161.0,159.0,14.0
powiat Bydgoszcz,2020.0,143.0,139.0,10.0
powiat Bydgoszcz,2021.0,146.0,123.0,2.0
powiat Bydgoszcz,2022.0,141.0,123.0,11.0
powiat Grudziądz,2011.0,30.0,33.0,3.0
powiat Grudziądz,2012.0,29.0,30.0,1.0
powiat Grudziądz,2013.0,39.0,34.0,1.0
powiat Grudziądz,2014.0,28.0,29.0,3.0
powiat Grudziądz,2015.0,38.0,35.0,0.0
powiat Grudziądz,2016.0,42.0,41.0,2.0
powiat Grudziądz,2017.0,36.0,34.0,3.0
powiat Grudziądz,2018.0,53.0,47.0,2.0
powiat Grudziądz,2019.0,25.0,24.0,1.0
powiat Grudziądz,2020.0,16.0,19.0,3.0
powiat Grudziądz,2021.0,18.0,17.0,1.0
powiat Grudziądz,2022.0,15.0,15.0,0.0
powiat rypiński,2011.0,30.0,28.0,7.0
powiat rypiński,2012.0,26.0,22.0,3.0
powiat rypiński,2013.0,20.0,23.0,5.0
powiat rypiński,2014.0,15.0,16.0,4.0
powiat rypiński,2015.0,23.0,20.0,2.0
powiat rypiński,2016.0,38.0,23.0,0.0
powiat rypiński,2017.0,28.0,26.0,2.0
powiat rypiński,2018.0,19.0,17.0,0.0
powiat rypiński,2019.0,16.0,17.0,8.0
powiat rypiński,2020.0,9.0,13.0,5.0
powiat rypiński,2021.0,6.0,10.0,5.0
powiat rypiński,2022.0,12.0,12.0,3.0
powiat gorlicki,2011.0,111.0,81.0,4.0
powiat gorlicki,2012.0,69.0,57.0,13.0
powiat gorlicki,2013.0,54.0,47.0,2.0
powiat gorlicki,2014.0,39.0,42.0,10.0
powiat gorlicki,2015.0,56.0,52.0,4.0
powiat gorlicki,2016.0,65.0,56.0,9.0
powiat gorlicki,2017.0,46.0,37.0,3.0
powiat gorlicki,2018.0,48.0,44.0,6.0
powiat gorlicki,2019.0,43.0,42.0,5.0
powiat gorlicki,2020.0,37.0,38.0,10.0
powiat gorlicki,2021.0,29.0,27.0,3.0
powiat gorlicki,2022.0,25.0,21.0,4.0
powiat lubański,2011.0,44.0,32.0,5.0
powiat lubański,2012.0,24.0,22.0,1.0
powiat lubański,2013.0,29.0,22.0,3.0
powiat lubański,2014.0,39.0,36.0,10.0
powiat lubański,2015.0,35.0,27.0,4.0
powiat lubański,2016.0,24.0,22.0,3.0
powiat lubański,2017.0,21.0,23.0,7.0
powiat lubański,2018.0,19.0,19.0,2.0
powiat lubański,2019.0,29.0,28.0,2.0
powiat lubański,2020.0,19.0,18.0,2.0
powiat lubański,2021.0,18.0,20.0,8.0
powiat lubański,2022.0,21.0,24.0,3.0
powiat wadowicki,2011.0,146.0,125.0,18.0
powiat wadowicki,2012.0,158.0,138.0,16.0
powiat wadowicki,2013.0,157.0,115.0,9.0
powiat wadowicki,2014.0,222.0,157.0,15.0
powiat wadowicki,2015.0,156.0,125.0,10.0
powiat wadowicki,2016.0,73.0,69.0,9.0
powiat wadowicki,2017.0,129.0,105.0,9.0
powiat wadowicki,2018.0,155.0,130.0,11.0
powiat wadowicki,2019.0,94.0,83.0,6.0
powiat wadowicki,2020.0,80.0,73.0,5.0
powiat wadowicki,2021.0,68.0,57.0,9.0
powiat wadowicki,2022.0,94.0,74.0,8.0
